#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution conditionOnRhoSampling="true" id="FBD.t:tree" spec="beast.evolution.speciation.SABirthDeathModel">
#            <parameter id="originFBD.t:tree" lower="0.0" name="origin" upper="100.0">90.0</parameter>
#            <parameter id="diversificationRateFBD.t:tree" lower="0.0" name="diversificationRate">1.0</parameter>
#            <parameter id="turnoverFBD.t:tree" lower="0.0" name="turnover" upper="1.0">0.5</parameter>
#            <parameter id="samplingProportionFBD.t:tree" lower="0.0" name="samplingProportion" upper="1.0">0.5</parameter>
#            <parameter id="rFBD.t:tree" lower="0.0" name="removalProbability" upper="1.0">0.0</parameter>
#            <parameter estimate="false" id="rhoFBD.t:tree" lower="0.0" name="rho" upper="1.0">1.0</parameter>
#            <tree id="Tree.t:tree">
#                <trait id="dateTrait.t:tree" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#                BodicTshangla=0,
#BurmishOldBurmese=0.8,
#BurmishRangoon=0,
#ChepangChepang=0,
#ChinHakha=0,
#JingphoJingpho=0,
#Karbi=0,
#KhroskyabsWobzi=0,
#KirantiKhaling=0,
#LoloishLisu=0,
#NungicDulong=0,
#Rabha=0,
#SiniticGuangzhou=0,
#SiniticOldChinese=2.55,
#Tangut=0.9,
#TaniBokar=0,
#TibetanBatang=0,
#TibetanOldTibetan=1.2,
#TibetoKinauriBunan=0                
#                                <taxa id="TaxonSet.small" spec="beast.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.small"/>
#            </tree>
#        </distribution>
#        <prior id="bcov_alpha_prior.s:small" name="distribution">
#            <parameter id="bcov_alpha.s:small" lower="1.0E-4" name="x" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="bcov_s_prior.s:small" name="distribution">
#            <parameter id="bcov_s.s:small" lower="1.0E-4" name="x" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">0.05</parameter>
#                <parameter id="RealParameter.1" lower="0.0" name="beta" upper="0.0">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="diversificationRatePriorFBD.t:tree" name="distribution" x="@diversificationRateFBD.t:tree">
#            <Uniform id="Uniform.6" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="originPriorFBD.t:tree" name="distribution" x="@originFBD.t:tree">
#            <Uniform id="Uniform.5" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="samplingProportionPriorFBD.t:tree" name="distribution" x="@samplingProportionFBD.t:tree">
#            <Uniform id="Uniform.8" name="distr"/>
#        </prior>
#        <prior id="turnoverPriorFBD.t:tree" name="distribution" x="@turnoverFBD.t:tree">
#            <Uniform id="Uniform.7" name="distr"/>
#        </prior>
#        <distribution id="OldChinese.prior" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:tree">
#            <taxonset id="OldChinese" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="SiniticOldChinese" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.10" lower="2.3" name="distr" upper="2.8"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.small" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@small" excludeto="1" filter="-" id="orgdata.small" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:small" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:small" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:small" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:small" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel alpha="@bcov_alpha.s:small" id="covarion" spec="beast.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:small">
#                    <parameter dimension="2" id="frequencies.s:small" lower="0.0" name="vfrequencies" upper="1.0">0.5 0.5</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:small" lower="0.0" name="hfrequencies" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@small" estimate="false" id="dummyfrequencies.s:small" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.small	TreeHeight.t:tree	mutationRate.s:small	bcov_alpha.s:small	bcov_s.s:small	frequencies.s:small1	frequencies.s:small2	FBD.t:tree	diversificationRateFBD.t:tree	turnoverFBD.t:tree	samplingProportionFBD.t:tree	originFBD.t:tree	SACountFBD.t:tree	logP(mrca(OldChinese.prior))	height(SiniticOldChinese)	clockRate.c:clock
26230000	-8455.768536162659	-8404.599645955468	-51.168890207191296	-8404.599645955468	7.811439536243844	1.0	0.21656921674580465	0.0767737071695666	0.9912295364890742	0.008770463510924541	-51.208899960740595	0.13607617738769665	0.3503735751510316	0.3233751330879559	10.400640103508186	3	0.6931471805599453	2.4012129740321657	0.0036540059102547983
26240000	-8461.558487809201	-8401.256982383915	-60.30150542528598	-8401.256982383915	9.940843124818157	1.0	0.21656921674580465	0.08612753056664832	0.9909830220930872	0.00901697790691156	-60.231361256301646	0.09955878063177452	0.46015010977606513	0.11008659541490323	11.912687271536946	2	0.6931471805599453	2.468831648567229	0.0031291733710496704
26250000	-8460.352035177773	-8406.535506272214	-53.81652890555924	-8406.535506272214	8.047748998850189	1.0	0.19880680319995966	0.18933580143767983	0.9907667372741455	0.009233262725853208	-52.98775550786307	0.15326151225580475	0.15957807280996442	0.6348982316860983	8.60394725369618	3	0.6931471805599453	2.3219773683318077	0.003701061756796331
26260000	-8462.599551029714	-8407.855460076511	-54.744090953203425	-8407.855460076511	8.526124742321974	1.0	0.1682768837792583	0.18933580143767983	0.9910600084153465	0.008939991584652342	-53.91531755550726	0.1746791136404573	0.2331472022925372	0.43755502321921014	13.635181059625959	3	0.6931471805599453	2.454069191794343	0.0033400646917219573
26270000	-8458.37606014619	-8399.255311156918	-59.12074898927346	-8399.255311156918	9.169738977116516	1.0	0.14165777270495475	0.13688324765430462	0.9910600084153465	0.008939991584652342	-58.6053949665886	0.135717001949206	0.3645304870858487	0.41977395222012337	14.556223550861976	2	0.6931471805599453	2.4214532363247137	0.0037454940206796883
26280000	-8462.052997175562	-8403.867641432536	-58.185355743025646	-8403.867641432536	7.72032452162951	1.0	0.09821714486688955	0.19828515849491635	0.9910600084153465	0.008939991584652342	-57.31181258749112	0.13896508174224959	0.18247116304012956	0.538097057442001	17.2701360866175	2	0.6931471805599453	2.3192678893803267	0.0037715841441612395
26290000	-8456.371464354037	-8403.270355614193	-53.10110873984357	-8403.270355614193	8.69160784881256	1.0	0.14326719139456817	0.17283085858310945	0.9910600084153465	0.008939991584652342	-52.36063414469644	0.09067658566641112	0.2891719182172546	0.5719505216444029	10.680137824380557	3	0.6931471805599453	2.5102039673421053	0.004467267870526346
26300000	-8463.483318340539	-8407.232036102996	-56.251282237542895	-8407.232036102996	9.820255412632205	1.0	0.13673762567581965	0.14495002164973136	0.9910600084153465	0.008939991584652342	-55.6807239207782	0.11094272640312416	0.6648450174726122	0.20453776722227227	10.895271996882025	3	0.6931471805599453	2.6647629981882135	0.003696995595472185
26310000	-8455.45748120209	-8401.400882174265	-54.05659902782376	-8401.400882174265	7.22565161636059	1.0	0.22871610296912476	0.12810634310084024	0.9914889891644094	0.008511010835589472	-53.60507694516148	0.1132678061732467	0.37542721305066806	0.29687188033937995	7.271634215962868	2	0.6931471805599453	2.619517984911421	0.003788337121524087
26320000	-8455.769056857825	-8398.398209444182	-57.37084741364339	-8398.398209444182	8.559754782558217	1.0	0.18228251213082058	0.12695973919130626	0.9921728000069412	0.007827199993057707	-56.927981158756396	0.11828445822069884	0.3225129314978957	0.6220459710847648	11.957806147035766	2	0.6931471805599453	2.467976723077748	0.0033660273789298525
26330000	-8451.96332493906	-8399.354776033395	-52.608548905666694	-8399.354776033395	7.775851980991182	1.0	0.20091119997290544	0.12695973919130626	0.9926056263666057	0.007394373633393255	-52.1656826507797	0.13523823338862326	0.11304280124460378	0.5251493292961693	8.1603947204937	3	0.6931471805599453	2.3512999607484986	0.003275091260602274
26340000	-8463.26145814683	-8406.817120530615	-56.444337616214476	-8406.817120530615	8.540270646431152	1.0	0.1426945855945152	0.12695973919130626	0.9917230231398569	0.008276976860141914	-56.00147136132748	0.03529784360870049	0.8087475551567794	0.28047097076404753	18.823722740651267	3	0.6931471805599453	2.3512999607484986	0.003954237384515792
26350000	-8454.04808040876	-8401.608297235802	-52.43978317295807	-8401.608297235802	7.8503534211497	1.0	0.1426945855945152	0.1663406955482449	0.9918246187949352	0.008175381205063661	-51.73631917877366	0.19227550017069012	0.2752976705847783	0.547458640959612	9.733227458037721	3	0.6931471805599453	2.419626604414675	0.0038452849426330277
26360000	-8459.018621027919	-8403.412365746115	-55.6062552818048	-8403.412365746115	8.090923191853184	1.0	0.13499983508260288	0.1663406955482449	0.9918881732870966	0.008111826712902373	-54.90279128762039	0.17960359050475352	0.3379772539327028	0.368507683606245	17.59385718372153	3	0.6931471805599453	2.5128044177845266	0.003284993806524438
26370000	-8455.688750448386	-8403.565526100445	-52.12322434794043	-8403.565526100445	7.75539745301487	1.0	0.17454031805918732	0.07882788384777563	0.9918881732870966	0.008111826712902373	-52.13794434874976	0.20877191015647062	0.24376595842624824	0.18064457592422195	7.771295305507862	3	0.6931471805599453	2.4622256776670004	0.0035927878536393776
26380000	-8460.313016602939	-8409.76301139869	-50.55000520424865	-8409.76301139869	7.085282468471676	1.0	0.1866780419634699	0.1291443693145287	0.9910554571397548	0.008944542860244056	-50.090712632674624	0.12613417235631016	0.40346930509796275	0.31543237127998186	12.547431983163024	3	0.6931471805599453	2.3595664379749475	0.004135487846418006
26390000	-8457.6296165836	-8400.355550355356	-57.27406622824335	-8400.355550355356	8.459817707850945	1.0	0.17414317312233912	0.13556259091135567	0.9912881884179965	0.008711811582002365	-56.76805442279421	0.05187524359785102	0.8268762491568576	0.11942384865696033	23.565792166180213	3	0.6931471805599453	2.6766359183799584	0.003992756515579785
26400000	-8454.20954946119	-8399.16393041639	-55.04561904479947	-8399.16393041639	8.747165346537228	1.0	0.1512227550523907	0.17538613111647852	0.9907053603854318	0.00929463961456708	-54.29094616513799	0.11130930434386316	0.36791864821654113	0.4410845630749472	13.139106956248556	3	0.6931471805599453	2.456464225049732	0.003822806014823984
26410000	-8467.31409369734	-8409.95530043458	-57.35879326275886	-8409.95530043458	8.593478631355701	1.0	0.1403456479735108	0.17538613111647852	0.9906057396344952	0.009394260365503684	-56.604120383097374	0.20766386186761698	0.32777774893074835	0.2315508058432833	10.606475653901722	2	0.6931471805599453	2.321427717331823	0.003827726232974142
26420000	-8452.613641967644	-8400.479050055617	-52.134591912026195	-8400.479050055617	8.135788309306825	1.0	0.13045800649520858	0.1823615992990494	0.9906057396344952	0.009394260365503684	-51.34217004293676	0.1922366630888717	0.2926810892910718	0.3734333896075272	8.479514035615335	3	0.6931471805599453	2.559105095879455	0.004339719755079132
26430000	-8461.56958280876	-8404.333273979993	-57.23630882876512	-8404.333273979993	7.936296873441778	1.0	0.11225353851463205	0.17590738874587666	0.9905649458889169	0.009435054111081994	-56.478764556355344	0.27093301312811063	0.20656047776168573	0.5561605422891805	11.34925573909058	3	0.6931471805599453	2.337647733852881	0.004841873220194814
26440000	-8458.683874219363	-8401.922527152352	-56.761347067011265	-8401.922527152352	9.47391290251374	1.0	0.07695359033933773	0.2664916417646093	0.9905649458889169	0.009435054111081994	-55.60012840660333	0.2623074863368307	0.10196760444248007	0.534402551313049	9.57574318083624	3	0.6931471805599453	2.337647733852881	0.00364496075800732
26450000	-8463.081476714238	-8406.279054825154	-56.80242188908428	-8406.279054825154	7.901846657080011	1.0	0.05277984011440369	0.26288723815624787	0.9905649458889169	0.009435054111081994	-55.65450047657956	0.09447969047112537	0.4957364924012162	0.17440016905537326	23.593672150505594	3	0.6931471805599453	2.3768898761621053	0.0042285546305669665
26460000	-8460.459116626364	-8403.87358146842	-56.58553515794282	-8403.87358146842	8.638399303889114	1.0	0.09064226200081983	0.26288723815624787	0.9912014762770283	0.008798523722970561	-55.4376137454381	0.2245460550031243	0.15873863637128008	0.3811344012640857	14.748552433032785	3	0.6931471805599453	2.322388517539675	0.0032731815727602607
26470000	-8463.392853595135	-8408.491036094174	-54.90181750096019	-8408.491036094174	8.939602200179957	1.0	0.08446817257087647	0.2783988915500004	0.9912014762770283	0.008798523722970561	-53.69788165209338	0.25625259768195985	0.14236512807518387	0.6319977597729595	9.19449678390584	3	0.6931471805599453	2.6147689017765177	0.003741749564354187
26480000	-8463.144148955613	-8405.244893776604	-57.89925517900911	-8405.244893776604	8.02770623292476	1.0	0.04086317818783962	0.2783988915500004	0.9912014762770283	0.008798523722970561	-56.6953193301423	0.16408962591982007	0.3319476567528408	0.4775933877117654	8.041345940368233	2	0.6931471805599453	2.782057806016479	0.0037054143349154333
26490000	-8461.58978747224	-8409.741473036582	-51.84831443565738	-8409.741473036582	6.201348455023215	1.0	0.09881633055116877	0.23284893341198531	0.9907068537114712	0.009293146288527624	-50.81866538781157	0.060365639851880995	0.5019800978696168	0.5066476859931921	7.694909027189799	3	0.6931471805599453	2.4157923439857565	0.004815486784470587
26500000	-8455.013715550156	-8398.693921315287	-56.31979423486855	-8398.693921315287	8.889800252607266	1.0	0.07015209883196855	0.26562829675204797	0.9911390448118522	0.0088609551881466	-55.161744591726574	0.13817250504682657	0.33623490268415723	0.35616348770491557	16.28494310394974	3	0.6931471805599453	2.6217754811834615	0.003663245996913499
26510000	-8456.62282371131	-8403.105971740863	-53.516851970447235	-8403.105971740863	7.976740754117177	1.0	0.0629987737338895	0.2559334825405615	0.9909981211067057	0.00900187889329308	-52.3950931640383	0.17761625290206065	0.126349891547485	0.5415489442780471	15.181272669137876	3	0.6931471805599453	2.3402836285717887	0.004823587266342475
26520000	-8458.907620360196	-8404.612743801146	-54.29487655904917	-8404.612743801146	8.696983683375981	1.0	0.09399834662467406	0.20867982694004328	0.9909981211067057	0.00900187889329308	-53.37175372484299	0.21334752077630167	0.1729898030038977	0.5062268865931038	11.709326899384806	3	0.6931471805599453	2.356626253363783	0.00397643775996223
26530000	-8455.494082400255	-8403.489323682279	-52.00475871797676	-8403.489323682279	7.383363711238595	1.0	0.13369273943798757	0.20867982694004328	0.9909981211067057	0.00900187889329308	-51.08163588377058	0.1614864351304574	0.32515427007164316	0.2992820244631978	10.154332989395826	3	0.6931471805599453	2.316515627870212	0.004081453665311869
26540000	-8457.210982922677	-8405.963876922637	-51.2471060000412	-8405.963876922637	8.73446750717765	1.0	0.11386987830952118	0.20867982694004328	0.990703898566043	0.009296101433955827	-50.32398316583502	0.17459479969897132	0.2022318354300756	0.5274075799951354	10.418148870697046	3	0.6931471805599453	2.447322895403711	0.004120714420890601
26550000	-8452.392000479089	-8400.442285955813	-51.94971452327642	-8400.442285955813	8.040220313693197	1.0	0.09579486974046773	0.22719073557419833	0.990703898566043	0.009296101433955827	-50.944001275591624	0.17648600558091163	0.1800671737995209	0.5914654022012916	12.97266239435363	3	0.6931471805599453	2.747417862705071	0.004092649630532785
26560000	-8463.16273517281	-8402.28132560591	-60.88140956689862	-8402.28132560591	9.554336530496126	1.0	0.11660089000993494	0.1866290367898297	0.9916525559835636	0.008347444016435248	-60.0665861613034	0.0822154162989586	0.33487435422541234	0.5809402973839497	13.957260963220312	2	0.6931471805599453	2.637118363758541	0.003691934906973739
26570000	-8460.631387457664	-8408.16417741533	-52.467210042334656	-8408.16417741533	7.530572252320852	1.0	0.12618908322860511	0.15665579442953628	0.9912138575965234	0.00878614240347551	-51.821702246732116	0.15746372600028904	0.22041560640767294	0.3219310719267675	9.335553985933334	3	0.6931471805599453	2.3208082148100813	0.0035534916120814183
26580000	-8455.661010734406	-8404.194321891438	-51.466688842966995	-8404.194321891438	7.772257212503662	1.0	0.12618908322860511	0.224567244975135	0.9912138575965234	0.00878614240347551	-50.47227192357203	0.1308814490384947	0.2116010486704088	0.652818026421119	11.971563540086835	3	0.6931471805599453	2.4419711251484753	0.004281102391647254
26590000	-8458.657200202082	-8400.95674384732	-57.70045635476088	-8400.95674384732	9.204468441333148	1.0	0.07849781517191705	0.224567244975135	0.9912138575965234	0.00878614240347551	-56.706039435365916	0.06321512654245434	0.47026347322441747	0.285798432684757	20.539400203949718	3	0.6931471805599453	2.4419711251484753	0.0038586898624856786
26600000	-8458.183279094543	-8406.559100305356	-51.624178789187	-8406.559100305356	7.594930865297886	1.0	0.10958513980852107	0.224567244975135	0.9913102803509775	0.008689719649021474	-50.629761869792034	0.19757967875044885	0.1485225628709381	0.5134084493873268	8.194059062569266	3	0.6931471805599453	2.4419711251484753	0.004030078194424139
26610000	-8460.111634229166	-8404.52869708398	-55.582937145184914	-8404.52869708398	9.704542772520485	1.0	0.06795689906215653	0.24141486228101516	0.9913102803509775	0.008689719649021474	-54.518110868740116	0.09393396828288596	0.3010741938939898	0.557109274861016	12.712098824646459	3	0.6931471805599453	2.7853058641371273	0.003501081442813348
26620000	-8455.392955254332	-8402.128489928735	-53.264465325598096	-8402.128489928735	8.673686415404433	1.0	0.07450426359621067	0.24141486228101516	0.9913102803509775	0.008689719649021474	-52.1996390491533	0.11589070982278314	0.21919360514546044	0.6004670417342971	8.812448797482627	3	0.6931471805599453	2.375453021378254	0.003791587920359999
26630000	-8454.390186247048	-8400.40602811257	-53.98415813447894	-8400.40602811257	7.98045757195065	1.0	0.06539943004464446	0.24581128962085516	0.9913102803509775	0.008689719649021474	-52.90174732553128	0.2179829973879357	0.09112011740178795	0.5352357918258366	8.00917313458274	3	0.6931471805599453	2.375453021378254	0.0035183069557960405
26640000	-8466.554566883582	-8397.6429195215	-68.91164736208077	-8397.6429195215	10.474785420324148	1.0	0.08241600284414627	0.2180922107600745	0.9914681965709012	0.008531803429097722	-67.94567232032696	0.19547585592153408	0.4806634823384345	0.19134884059550739	14.781787885221553	1	0.6931471805599453	2.467030085881362	0.003070759475543363
26650000	-8454.356098601118	-8401.196077161763	-53.16002143935518	-8401.196077161763	7.405406594161591	1.0	0.140656510674683	0.2180922107600745	0.9913737948180023	0.00862620518199676	-52.19404639760137	0.15011048671994467	0.18956533125909342	0.43265905028863183	14.2629787680104	3	0.6931471805599453	2.5458226544770763	0.003827896093879987
26660000	-8464.334297730922	-8409.797208840482	-54.53708889043971	-8409.797208840482	8.74951026824797	1.0	0.19889394707680924	0.08596512983732812	0.9913737948180023	0.00862620518199676	-54.46875395767689	0.2377951379795209	0.2372531074145689	0.30503639722070364	11.337170158015601	3	0.6931471805599453	2.3709771441367753	0.0033363663929474765
26670000	-8460.12911833551	-8407.048219536706	-53.08089879880311	-8407.048219536706	8.232569042276799	1.0	0.21140639442937084	0.1405782006646745	0.9913737948180023	0.00862620518199676	-52.539871492446395	0.1467460973858041	0.429375945120871	0.3972186017399101	15.089883925673439	3	0.6931471805599453	2.529818766334665	0.0036286109534055667
26680000	-8457.325000232528	-8401.578715925487	-55.74628430704027	-8401.578715925487	8.54243766855424	1.0	0.16472929792400604	0.07202430006762216	0.991882957485114	0.008117042514885002	-55.84743473206116	0.22421057653667958	0.08636904098109734	0.7791118987123995	20.797587931903468	3	0.6931471805599453	2.496268043571715	0.003592965611794829
26690000	-8454.317704479985	-8402.65776109401	-51.659943385976085	-8402.65776109401	7.3395577406278525	1.0	0.14578140772283668	0.14648837738301684	0.9907101297563131	0.009289870243685938	-51.07920200259095	0.03635703314567371	0.8691899893109958	0.1350741465481255	8.112521927279218	3	0.6931471805599453	2.3731420622802326	0.004381693401437601
26700000	-8464.80391666448	-8406.653025716409	-58.15089094807112	-8406.653025716409	9.55151350634359	1.0	0.1843325698725445	0.10734062737676806	0.9901810590501676	0.009818940949831512	-57.86945627430593	0.09813173558380826	0.48398301905488694	0.34786211703662284	11.342056461560892	2	0.6931471805599453	2.445815492792281	0.003771402451225351
26710000	-8456.95813921653	-8403.15674485639	-53.80139436013961	-8403.15674485639	9.045088147335301	1.0	0.06789957375163544	0.18068501530766273	0.9912030215481351	0.00879697845186399	-53.01791459356018	0.11561893731374633	0.294517029083006	0.3739107930934744	9.712510402417351	3	0.6931471805599453	2.445815492792281	0.003789881840733609
26720000	-8451.3731129822	-8400.252609030267	-51.12050395193349	-8400.252609030267	7.965837055857897	1.0	0.15863700545703646	0.15636682828921136	0.990676350411654	0.009323649588345063	-50.47677903423174	0.13754853101185172	0.15908885635307013	0.6335891702798542	9.416308736909144	3	0.6931471805599453	2.468785128351002	0.004307169341532525
26730000	-8454.806899499472	-8399.966003470832	-54.84089602864028	-8399.966003470832	8.272747307642122	1.0	0.12618167864529328	0.1724600013594451	0.9906601027215344	0.009339897278464753	-54.10249920165938	0.10441124045480904	0.3606946404206517	0.47952684940062335	24.727772694277682	3	0.6931471805599453	2.751026894287159	0.003928582092910319
26740000	-8453.480996706761	-8400.45394131135	-53.0270553954099	-8400.45394131135	7.591332981048473	1.0	0.12445237032194972	0.1724600013594451	0.9906601027215344	0.009339897278464753	-52.288658568429	0.1357671267605756	0.33124350608523534	0.2895294984477602	12.303419020678561	3	0.6931471805599453	2.3144984592630844	0.004271681269492119
26750000	-8456.855714558495	-8400.705098539527	-56.15061601896718	-8400.705098539527	9.01538360528391	1.0	0.16115541923938745	0.12853055151526202	0.9906526325913343	0.009347367408664911	-55.695910904201504	0.1250803808830465	0.5106512202128165	0.27191962134343584	17.79009797501815	3	0.6931471805599453	2.509958343327182	0.003868136616515923
26760000	-8453.820953329287	-8401.483388614168	-52.337564715118816	-8401.483388614168	8.435084825664267	1.0	0.1836306643310357	0.08927821394633415	0.9906526325913343	0.009347367408664911	-52.232973514931786	0.1777300914909089	0.189479114586432	0.3183299626044138	12.683743904917323	3	0.6931471805599453	2.3453975720276463	0.004049057655528277
26770000	-8456.306430855353	-8405.497391023519	-50.80903983183479	-8405.497391023519	6.861090735235141	1.0	0.18201223858366855	0.1603634242946127	0.9906526325913343	0.009347367408664911	-50.14093922002235	0.13223911242526964	0.3159745036660058	0.3918131871520394	11.16217302118376	3	0.6931471805599453	2.3101786239643034	0.00417821278083043
26780000	-8455.247603048681	-8401.854228851118	-53.393374197563716	-8401.854228851118	8.089703563426477	1.0	0.1432479979078346	0.1885037020149262	0.9920501158744893	0.00794988412550994	-52.56886830352366	0.10252576964437443	0.6223618745611301	0.1183105918619933	8.390327035493634	3	0.6931471805599453	2.3020557709019056	0.0035103695054221735
26790000	-8454.212523836797	-8400.945869787769	-53.26665404902778	-8400.945869787769	8.497174216230828	1.0	0.1250289827106957	0.16293904133346881	0.9927845993492189	0.0072154006507803795	-52.58315904104176	0.16904327474587058	0.17493473538829019	0.4798703080565887	10.360206599880522	3	0.6931471805599453	2.5349742635022703	0.003158961131472999
26800000	-8455.919769897662	-8401.416192304016	-54.5035775936475	-8401.416192304016	8.470726899383411	1.0	0.08624647589395983	0.253070556471413	0.9924630289975166	0.007536971002482677	-53.39279186516942	0.12926892394201595	0.08861032515682823	0.8801963383654227	9.813156729460962	3	0.6931471805599453	2.39026882049283	0.00328213530952157
26810000	-8463.263107201648	-8408.530873743875	-54.73223345777228	-8408.530873743875	8.030366007872383	1.0	0.05467258995539609	0.253070556471413	0.9922891157970279	0.0077108842029713675	-53.621447729294204	0.10784390248640958	0.574138395291032	0.1207984477641624	13.960379585902796	3	0.6931471805599453	2.5614115753439455	0.0036623051239696312
26820000	-8450.33986200795	-8397.544677482958	-52.79518452499255	-8397.544677482958	7.945377651198459	1.0	0.09980425725987577	0.253070556471413	0.9929301298512019	0.007069870148797496	-51.68439879651447	0.14460473079466904	0.08397019617903494	0.7878319313675428	8.205652791795726	3	0.6931471805599453	2.540057701069063	0.003346087263956805
26830000	-8457.809796873407	-8404.537644560736	-53.2721523126712	-8404.537644560736	8.515197217745076	1.0	0.18251207545554105	0.18336565140756458	0.9929301298512019	0.007069870148797496	-52.47441384571564	0.12746885457136026	0.2433150425346526	0.565488518372417	8.85422340320757	3	0.6931471805599453	2.63422372981117	0.0027169910525675967
26840000	-8452.490657732269	-8398.074633294775	-54.41602443749469	-8398.074633294775	9.077120633552473	1.0	0.14988137062757242	0.1577177240247939	0.9929301298512019	0.007069870148797496	-53.763992370479116	0.10149552792079129	0.3000308241030343	0.5261582548948234	11.267955009243048	3	0.6931471805599453	2.5890949335950086	0.0026266647691948358
26850000	-8456.12948512504	-8403.818015185674	-52.3114699393661	-8403.818015185674	7.329241155370197	1.0	0.14776775655387325	0.13423733525334045	0.9929301298512019	0.007069870148797496	-51.814923523421506	0.08946649375530098	0.3975768007368834	0.4438268007037659	8.83774999780583	3	0.6931471805599453	2.303452115624614	0.0030750710551755846
26860000	-8450.66938495236	-8398.832871099805	-51.836513852555186	-8398.832871099805	7.64113285862611	1.0	0.15691098427742592	0.13423733525334045	0.9929449711194617	0.007055028880537721	-51.33996743661059	0.2099041337349772	0.09364722034233501	0.6108014206521775	10.303122795680208	3	0.6931471805599453	2.7161799036455805	0.0033356948201264105
26870000	-8458.349304524334	-8408.259407260948	-50.08989726338655	-8408.259407260948	6.770843993177316	1.0	0.12754225449264028	0.19347233456918786	0.992999799472348	0.007000200527651419	-49.24017846779798	0.2558457306420391	0.10369173659534606	0.5119420284053222	7.220971845342757	3	0.6931471805599453	2.3630959986256017	0.003767441279251395
26880000	-8454.050523506206	-8402.29987808899	-51.75064541721705	-8402.29987808899	7.991480176905262	1.0	0.10598001191881122	0.1890947029731825	0.9916220313697445	0.008377968630254905	-50.923106621489886	0.106057888328899	0.41904828595096333	0.3788652223167008	8.338225858945739	3	0.6931471805599453	2.321873260699422	0.0036432913868937964
26890000	-8451.79237158517	-8399.125544791259	-52.66682679391203	-8399.125544791259	8.735893386351767	1.0	0.07606163447518224	0.21809177436455965	0.9900165907423282	0.009983409257671197	-51.700853696719186	0.12206270857087714	0.27920198227517834	0.45260527564795827	9.549892599977595	3	0.6931471805599453	2.321873260699422	0.00481734306957759
26900000	-8465.89478337434	-8410.0935211727	-55.80126220164045	-8410.0935211727	8.555603755929582	1.0	0.08255143743094087	0.2970271004995726	0.9900165907423282	0.009983409257671197	-54.533933518474484	0.05779043246459688	0.7291770612675047	0.30547382430958386	12.792522639821568	3	0.6931471805599453	2.421375126430454	0.0044738659027582
26910000	-8452.221708173223	-8399.74862141911	-52.47308675411353	-8399.74862141911	8.025184036657457	1.0	0.10817340832215025	0.21126998668330435	0.9898154816504839	0.010184518349515401	-51.537985965720274	0.20085424890938344	0.22392550870046588	0.4289893820078143	11.622303147595115	3	0.6931471805599453	2.6925377180362444	0.004789337898325997
